Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
China,2000,Hydro,12919.14131,46214.40097,6027986577,989552.5079,886.8905523,0.559481399,0.068659154,344054276.6,44.97215825,7152429541,714,45.50597445,7.75071E+13,548644797,1,1,0,1,71.74433375,9.973043586,5.277590042,9.835754273,987010.1816,38.43154083,288.9687156,14.00317112,66.87844551,11.15666386
Australia,2003,Geothermal,14721.35956,16112.16937,5467152488,856918.4932,469.45067,0.92795535,0.403939076,21244276.64,96.76451062,2784309203,335,78.44701876,1.28242E+14,1226461042,1,1,1,0,1.447845703,7.084907288,4.928015908,0.719001412,919600.0771,31.85811764,113.7498116,6.558454721,12.36245676,12.51414773
Russia,2010,Geothermal,81910.04054,10524.56399,7165372014,9865.174549,842.6680531,0.154147682,0.26864038,406906866.8,69.43404726,4298484404,602,76.6103439,6.02954E+13,1187325160,0,0,0,0,46.21496601,0.571380274,0.765519157,9.232520886,248114.579,27.65957864,299.1008399,4.674513538,45.73648835,66.81673941
Brazil,2011,Geothermal,91557.22263,6924.668441,3181305388,420819.458,459.4302563,0.451071031,0.219726145,273053884.8,74.54644941,8426857506,249,73.61067197,6.99382E+13,812063344,0,1,1,0,63.29167697,5.655591588,8.251107019,6.216935581,333901.9968,-8.656918091,154.2123845,10.99724168,12.7111458,75.71507308
Canada,2015,Hydro,75183.47011,35297.12529,4676820488,42982.89094,29.97350511,0.172414829,0.391036387,796784376.4,56.40625481,267881870.3,65,90.46848162,4.63874E+13,513315583,1,1,1,0,53.1607347,8.794923706,2.859431968,4.570018437,591823.3804,23.81210998,101.0304599,3.6106846,18.99183388,13.46234832
Germany,2017,Solar,65392.5697,42808.62557,4984376793,761012.2686,852.9737436,0.501175166,0.316125184,688932620.3,94.53996628,7535644078,731,55.59207866,2.96539E+13,670785485,0,0,0,0,21.91675865,0.798830161,8.179509086,2.40602757,99944.35046,19.60073668,230.7814482,3.751067,49.71775726,16.25788989
Australia,2012,Geothermal,90031.21939,20910.50625,1823410586,644430.2393,806.2120519,0.549240799,0.212846088,463967877.3,19.64446468,9402671213,978,50.42267195,9.82714E+13,179475527,0,1,1,0,16.41436956,6.490896199,7.886553433,6.525562645,786401.1484,2.190245118,201.7257434,3.760310975,14.9383012,14.19605972
Germany,2011,Biomass,18584.89461,37479.78802,3232768532,388763.2027,978.9607341,0.39364216,0.287860527,393288423.7,6.876395675,6063473007,268,13.8572079,1.48734E+14,1282133754,0,1,0,0,71.80718122,1.45339093,2.85215148,4.097603011,499601.9509,-2.728792025,165.5921338,2.321854541,33.50113896,13.3565561
USA,2014,Solar,76766.33275,24925.97659,4039305682,772611.9328,579.1282819,0.711641645,0.241708837,984528839.2,18.56738076,2312388052,235,72.62081283,1.16853E+14,180371162,0,0,0,0,66.8242042,8.574190717,9.094431806,1.057330959,579584.4252,9.768530765,278.3303634,6.279646098,29.74378529,48.01397586
Brazil,2014,Solar,46653.44071,12335.58252,3171625070,123588.1432,857.0442804,0.88382987,0.199493582,521758496.6,46.55111193,2736990726,409,63.3488834,2.04228E+13,47981036,1,0,0,0,39.64348254,7.757963374,1.757620605,8.84592499,803713.4703,25.9055998,170.8440742,11.75744968,45.74955521,26.08815877
India,2017,Solar,22457.3884,12749.55351,8686571246,338175.2607,829.6716483,0.341970939,0.368147375,601432009.3,19.76687096,4181969402,457,79.50457499,6.3729E+13,1388105159,0,1,1,1,16.54650141,6.732406732,0.478937189,6.388088686,115100.7454,26.48025328,102.0655321,8.482291427,40.28758944,85.41707865
USA,2012,Hydro,19481.30062,46958.91092,1602176007,10652.10881,805.2399901,0.551480734,0.081052825,20260068.66,23.61722714,3503018233,720,83.61011322,1.30039E+14,131157894,1,0,1,0,9.389294344,1.043917813,5.463685309,7.635592572,811967.9123,31.41864937,108.4793171,3.798876061,13.37059381,11.13388696
Japan,2011,Biomass,47624.65512,30926.34385,9424510899,588402.7261,24.35641557,0.07916201,0.378993961,745332720.5,14.40721554,6001659669,844,98.81667162,1.93638E+14,550041450,1,0,1,0,59.12232227,9.406247965,3.64315547,3.981799484,814929.7173,13.01154297,100.4357303,11.52746352,33.75883004,33.57908974
Australia,2009,Geothermal,33395.66215,32887.95794,9902785572,165641.4641,451.2608012,0.268113265,0.181870354,854961735.3,90.80571996,8478677626,456,3.581909371,1.70204E+14,1137883222,0,0,1,0,87.93014877,8.730009962,2.235197123,8.655462816,712144.0399,38.48069887,296.5646086,7.872516393,18.57693143,23.2290887
Australia,2005,Wind,29670.89675,15484.85938,1307394044,531789.006,832.7720631,0.95343743,0.24083034,402828011.4,84.37263895,1287827495,246,57.74755085,7.11281E+13,1156976030,0,1,1,1,5.825153512,4.533230665,9.707969241,5.096957178,845242.4143,23.44587424,102.2473117,5.001373122,21.45266046,19.07792079
Brazil,2023,Wind,32616.53767,20957.11116,7315962388,571805.4719,303.2847099,0.651753218,0.21027294,526706556.8,20.69851941,9130572094,195,42.60238602,9.14592E+13,1325258885,0,0,1,0,33.69329697,4.340034285,2.548501179,3.616342342,386327.4751,24.49394125,285.7076864,9.980453574,1.371406477,72.15725288
France,2022,Wind,60133.71479,32085.87483,7651032904,812451.1014,648.5040184,0.660626606,0.437026042,954716296.7,78.24640697,6456662151,149,64.0399086,1.65031E+14,1056128251,0,0,0,0,56.35136725,8.30250029,4.663569147,6.940901127,888056.8058,0.734970601,257.695078,11.46465428,86.94182722,59.28062712
India,2018,Wind,27140.14962,41863.25751,4945432967,648947.6508,921.9478577,0.38387206,0.499893458,694546819.7,77.31422502,9082320303,138,93.8231042,3.17785E+12,164085760,0,0,0,0,16.07160105,1.225817379,9.260854365,6.019542675,605303.1683,25.53993012,232.7846036,7.106769148,28.48764819,82.7707961
USA,2021,Wind,36437.85712,47153.48194,8471643944,844289.4394,561.0658378,0.20842175,0.135253286,869288209,52.5938917,9238638380,171,74.18025297,1.64707E+14,308440675,0,0,1,0,28.2808299,3.35307844,6.402111524,8.898716684,99261.92354,3.980473974,219.1779449,9.023950723,43.75064267,14.02173866
China,2021,Geothermal,33802.2157,18592.10757,9592890079,255859.4254,712.4502621,0.344599911,0.391750978,780720318.1,78.54828391,690411221.1,211,21.7449275,1.16126E+14,255098274,1,0,0,1,76.70980723,8.721934131,8.028092094,4.059522081,213791.6627,4.160730273,122.6295242,11.93215269,50.50972462,18.67813346
Brazil,2017,Geothermal,93332.60297,7175.183482,6159300988,29055.59991,420.9715081,0.491686471,0.263634724,972438216.6,37.43067424,5945803566,627,32.82341035,2.89047E+13,111406341,0,0,0,1,78.82455833,4.935635149,6.050513769,1.054105655,315606.5087,5.508192591,241.9470719,10.16954776,72.50001924,2.192889875
India,2002,Hydro,76177.13336,20435.26778,6102775492,935141.2571,594.3762394,0.779939636,0.370627336,370702500.2,13.3324278,5575779771,330,44.6645665,1.02953E+14,293072354,1,0,1,1,36.11884278,4.881129591,0.646515517,0.573976542,267105.5681,33.10698991,191.7175236,3.297098336,21.66949824,7.062864673
Japan,2013,Hydro,43606.79115,20577.09562,3724586095,267352.5678,954.062488,0.72456234,0.42211296,55248585.54,7.123315135,6160683035,683,22.36751201,4.21509E+12,1284341036,1,1,0,1,17.09376959,3.907129535,0.676818136,5.254915885,502504.7477,39.86390692,214.9705823,5.569122262,60.5723033,35.5665463
Brazil,2022,Wind,97905.09195,41856.4255,5011438297,566046.1937,795.9473142,0.573423948,0.271684089,53245721.38,53.7449353,3252191794,966,32.2024261,9.66563E+13,1154456151,0,1,0,0,80.06459509,1.389361006,2.913662868,8.379673847,575076.4686,33.86555253,132.0440813,12.14555535,79.14047604,29.82610208
India,2013,Geothermal,61853.10618,46087.59048,8394655365,756494.8648,29.54145861,0.383409972,0.440402624,836404452.2,97.42971246,7028895343,471,2.217612783,7.87756E+13,134557168,1,1,0,1,83.57071875,7.1605787,7.352588624,4.618171159,109732.7783,8.370804754,111.56303,6.434899832,33.20380384,25.77252304
India,2002,Solar,9891.686361,48158.42311,9955818259,810654.8922,442.0086561,0.122528693,0.125587306,515245041.2,95.83169155,2879775597,112,29.67972032,1.18353E+14,970513535,0,1,1,0,48.8413552,5.931707438,8.758769397,4.873504437,732860.3276,6.25062799,250.785744,3.709037519,98.72319881,23.15127932
China,2000,Hydro,51412.70649,27649.52526,3345972856,58953.08023,738.9466015,0.671981822,0.251576844,173300998.2,19.51849659,7587018044,951,66.49180741,3.13204E+13,93776633,1,1,0,1,16.28188928,6.583394513,7.291852707,9.444318545,629541.0944,29.62531943,150.3486707,11.54487981,93.96167617,60.33806281
China,2003,Biomass,73152.28964,7412.393272,6240629612,512807.3605,930.0448408,0.326997128,0.493983423,116979922.9,40.00155371,6004694064,672,2.644116411,1.4326E+14,842940596,0,1,1,1,69.1428903,3.666726468,8.539092439,1.68284535,59403.29899,9.551801902,220.8358978,9.108928411,5.949652424,81.07213802
Brazil,2011,Hydro,10720.91803,34229.40702,7904575440,850062.7727,854.4717901,0.321076331,0.332427842,295732038.6,69.97815634,6022696908,202,91.78782559,6.89298E+13,1323389533,0,1,1,0,3.515561434,2.849583118,3.231646433,2.407624316,266731.4816,-7.517629344,144.6444523,9.1812719,51.82301955,32.4468679
USA,2015,Biomass,57644.84535,44671.57653,2829079863,937588.528,993.1485131,0.414078778,0.284229293,639192178.1,67.28748657,948969379.5,83,92.80011421,4.60841E+13,440670415,0,0,0,1,0.0585799,8.255098078,4.789455221,3.235729371,138596.2245,31.75939218,157.6229463,0.654408659,43.53518089,94.05041939
France,2012,Biomass,22821.44471,42455.15309,642193055.3,771035.9422,785.8839183,0.186613197,0.28172878,311084344.1,53.75607623,9354896823,16,80.68864911,1.01383E+14,1427701786,1,1,0,1,17.19957129,3.11436392,4.282714013,6.1312091,282434.9202,7.522215475,245.0616991,5.62893444,52.32506636,4.35220313
Japan,2014,Solar,57708.76528,3321.283226,5820353944,561199.8796,933.3350143,0.538339316,0.330013939,421152687.7,33.52137411,9094615199,928,28.84775807,2.30605E+13,216559393,0,1,1,0,91.94374774,9.36129259,2.619187994,9.956242098,236852.1211,33.34514845,113.2704092,14.4924947,80.40028315,24.78442658
Germany,2009,Geothermal,42179.13822,38265.65333,6398248854,583049.2325,783.8296119,0.578672515,0.438907352,428835802.1,30.31785475,1468898560,251,12.93048707,4.28369E+13,355603722,1,1,0,1,23.1582266,8.039751574,0.096660689,5.733589542,338850.5519,7.649809528,291.4401926,6.087013693,87.73451306,0.598688322
China,2002,Wind,64481.03926,5979.033712,9279634350,9483.764551,300.5527991,0.757950657,0.066990683,587052618.9,96.52981549,2178140286,132,13.37196552,4.1966E+12,480711029,0,1,0,1,58.70045012,6.617742267,8.146606628,1.361278669,233829.0196,-6.346760442,121.4639977,2.285250695,22.73933855,4.869578027
France,2002,Hydro,12976.48933,25952.43806,36905021.14,236108.4993,321.8150446,0.76099825,0.386699589,452503960.7,39.80236749,6685029277,1,64.81029368,1.05862E+14,418736194,0,0,0,1,52.5764632,1.006958338,3.066146472,5.113829555,113876.77,15.25403965,150.6301119,13.96462317,23.16489776,82.77342004
Australia,2021,Biomass,36098.25844,17118.64582,8881364676,521836.0246,464.2709898,0.884891737,0.427588777,888350728.5,25.4243667,3931254893,419,91.2021877,1.81957E+14,572504201,0,1,0,1,23.32308937,4.020163185,2.480300213,2.7556321,650766.0771,2.584004485,210.4258684,10.24412237,26.76929998,96.83720674
USA,2008,Solar,31271.74637,22136.93105,6243248996,484319.2483,724.6146113,0.448944574,0.174473206,131060977.5,22.98175978,1006304318,500,28.21595423,1.57489E+14,997545903,0,0,1,1,86.98446888,3.347917781,0.96071416,3.957332333,745532.5466,21.71840393,285.8909052,10.17221334,1.794775905,24.93240162
China,2003,Hydro,48279.11029,15524.42234,784647183.9,449943.6576,899.7995901,0.428541459,0.117632403,168853070.2,81.71651212,8228962131,370,74.99926137,1.8877E+14,372194494,0,0,1,1,64.14682699,4.552845493,3.083801801,9.492665081,440348.9459,-3.236005324,138.2716252,1.023014434,76.18141388,28.29229952
Russia,2013,Solar,40070.28442,30071.75921,8891149071,937071.2458,12.41391236,0.946244696,0.344433124,53995371.71,10.85017919,6796290852,774,11.08611006,1.58833E+14,23299723,0,1,0,0,37.17820796,2.445577537,2.941027008,6.83793006,601079.0917,24.5533727,175.9856009,13.38180217,80.83657194,60.83137752
India,2018,Biomass,85703.93551,1860.456727,4019105341,785541.4255,658.8680819,0.739971055,0.231116724,425674724.9,79.63495865,8948076243,499,23.63310068,1.03633E+14,72632568,0,1,0,1,97.15164313,3.346008146,0.384193112,6.94926509,167135.0311,27.26433051,122.3209263,7.825494704,87.33584835,39.80692035
India,2010,Wind,91946.6149,46526.03502,2979264243,883549.121,863.9573758,0.671529499,0.280651939,318818332.8,8.312129672,2317398454,661,4.294068306,1.24421E+14,819890449,1,1,1,1,53.31840037,1.906381191,6.083267632,2.563710481,437529.79,27.4427752,299.5108871,3.671189209,6.146241273,49.03585142
Germany,2014,Biomass,71993.88311,47369.63606,4348122244,151237.7619,471.2424057,0.961673629,0.104619184,815206401.7,99.19457781,3238816764,555,46.21282193,1.29031E+14,1158139184,0,1,1,1,56.61277788,7.119093189,0.839963962,6.249579273,572874.706,2.804930061,243.9783242,14.53917718,78.83165625,42.30840661
Brazil,2008,Geothermal,69010.97445,9167.385673,8376495607,750518.7052,921.4944183,0.270040327,0.070168896,375175384.7,3.18762273,9319761928,944,0.671086012,2.31426E+13,449191663,1,0,1,1,16.32957623,2.036010525,6.680964369,8.884307222,80439.91518,6.164757976,290.1858319,9.577150749,49.65731471,51.61163937
Brazil,2013,Biomass,62021.87105,16904.61027,3536375759,610109.4117,778.6062452,0.033422508,0.176277456,933064675.1,48.47776906,9521001413,422,61.31873688,6.29626E+12,569839450,1,0,1,1,44.33122706,3.203924174,8.211285263,9.985102998,174830.9318,28.14895205,242.4495787,0.579184807,97.17903,30.59749057
India,2014,Hydro,23379.07364,35945.13178,3009656074,240113.766,562.6938459,0.74790388,0.31262441,747544917.1,40.05727374,9054792240,685,91.5298259,1.30933E+14,1296826274,0,0,0,1,52.84975864,4.188925996,8.708329254,2.996447102,753758.4889,23.79634544,111.2638258,5.391618666,59.99898306,31.67593426
India,2017,Wind,35604.94322,5552.219999,2769258886,674202.596,309.1301524,0.713776495,0.40353788,403474302.6,43.03500317,9447901527,689,29.28249091,4.49628E+13,285839430,0,0,0,0,92.19241482,2.36161817,5.189891847,0.397700521,288265.4048,8.486143554,253.4098909,3.931024543,57.82885936,61.49363535
China,2001,Biomass,58190.57276,10251.99968,5808525719,466343.9414,554.0030242,0.972850068,0.304109136,211338409.9,53.16299863,4066061971,240,7.145328587,5.05679E+13,1333298694,0,1,0,0,46.74864262,8.791223376,9.207677878,7.849012272,494808.9563,18.39052512,231.7186224,1.184238476,30.01020502,68.9766349
Japan,2018,Biomass,55723.87562,12997.71223,8205396870,855855.5679,995.2183053,0.110023353,0.058460049,994193766.6,48.12595381,8026065811,617,27.19078931,1.75763E+14,1450829569,1,0,0,0,46.36559028,3.747233293,1.259518887,8.092674732,639927.6047,16.15296433,157.2826116,6.233310086,96.08563793,24.48814218
France,2008,Hydro,40590.98837,46941.26338,640942161.8,625858.3171,562.8894311,0.687750689,0.148548156,672426277.6,18.90584944,1284148740,931,68.41919626,1.67898E+14,888031048,1,1,1,1,65.52543792,7.202806809,7.274999134,3.304092142,180822.5641,22.69220261,250.6516777,7.035997393,20.73679765,25.75064019
Japan,2000,Wind,95015.8158,41556.08369,2533838626,187669.5398,472.4851453,0.700825185,0.492000326,217673934.1,55.50589066,4014324553,685,48.40499646,1.26062E+14,341165554,0,0,1,0,97.45765213,0.357889133,8.620639316,3.447253763,538291.72,0.816382016,127.1668894,7.454917622,32.62224679,9.288812657
USA,2018,Geothermal,58711.70498,47390.72496,9934724902,666227.6806,95.72876359,0.068104249,0.252306569,34162879.51,96.14630594,5102610356,78,35.70185386,1.05182E+14,23260529,0,1,1,1,97.29091076,3.560925833,5.814882952,6.108337803,469235.11,5.783308373,204.6738542,11.04067219,71.46438662,95.32591954
Canada,2012,Geothermal,26580.39769,31446.3446,6976142096,596699.3007,470.9482109,0.013585525,0.431386134,662553430.2,75.23431718,5190809342,8,79.33182075,1.38286E+14,211131031,0,0,0,0,31.48238353,7.571127069,3.085837295,7.740777109,481695.9712,11.52169409,248.9053286,13.54827194,97.33755135,66.43491832
Canada,2013,Biomass,94102.73204,6139.117212,6158679594,342707.1529,30.9864306,0.205287156,0.157541181,257833727.4,67.35453937,8568534293,215,67.33481312,1.56793E+14,14895124,1,1,1,0,77.65733389,1.265453854,4.904172441,8.898477625,43695.24019,13.5019338,159.9964423,3.473209591,84.02229222,54.59594824
China,2023,Hydro,33707.25199,33973.59408,7430700999,77010.90111,326.322384,0.059628679,0.266280068,429537962.4,45.52905188,8669654723,698,62.38311405,1.29029E+14,154587033,1,1,1,1,31.72190298,7.094163893,0.279043703,6.151234795,438445.2521,2.538812416,133.603956,8.614154862,23.94550005,8.825214361
France,2017,Wind,30824.64531,36298.52445,864455661,11155.13993,800.125437,0.309424478,0.197897003,36525657.11,40.60240639,5141007991,595,77.44435689,1.11727E+14,45731644,1,1,1,0,77.22169288,2.217436452,5.806165188,5.216930113,952651.2886,22.47889732,298.6822464,8.392098349,80.61607511,46.96355658
Canada,2019,Biomass,78594.78101,22930.05817,1884829189,339852.1743,213.6380321,0.399134788,0.461759927,133702618.2,88.1319009,1690992493,512,76.49054592,1.26663E+14,65947544,1,1,1,0,93.05985035,4.256698929,6.263525489,9.402320289,835357.887,0.325213672,166.656035,14.2182331,29.65574249,93.03138502
Germany,2000,Solar,61644.42656,18043.88711,6797117118,388395.6217,443.5788383,0.217842947,0.204399071,777451966.6,20.68859912,6904915133,22,62.10113675,1.11756E+14,395906475,0,0,1,0,34.60954033,2.294907927,0.830847734,3.907796934,876493.1538,-4.66748194,261.8302875,14.65525535,3.710930256,47.99705691
Japan,2018,Wind,54542.47589,31999.21375,7440496479,933242.1889,245.1263336,0.497001068,0.371235149,81922314.7,25.03230438,7439652110,343,73.53250101,1.68027E+14,438333145,0,1,1,0,27.40163441,6.729530813,9.986583019,9.164258957,167642.675,15.53187412,264.3749525,8.582922556,14.07049266,54.85330693
Brazil,2018,Solar,85760.9098,46752.98371,4212591206,623132.8346,792.9335457,0.680587907,0.193993259,421079076.9,75.73897087,621472897.7,187,54.97492078,1.9411E+14,194574835,0,1,0,1,36.72721216,7.389537665,2.193306493,0.142462126,332125.317,2.375088896,100.8608144,8.131351042,78.18552186,32.10588406
Brazil,2014,Wind,57718.42814,29767.39073,7543890167,703823.4008,635.9027561,0.156026467,0.297399399,745761366.1,71.66300906,780208129.2,538,98.21346891,4.46539E+13,392912502,0,1,0,1,28.85523414,2.806803062,4.442466412,8.500431219,311431.181,37.76722615,109.6682604,11.9811384,99.36604988,9.743275941
China,2007,Hydro,58676.62007,24284.96112,7627623534,111541.7604,473.6890027,0.068205268,0.175570527,109241373,2.252855027,5600758966,818,31.35272147,1.22949E+14,1194123774,1,0,0,0,23.24218206,3.870880416,4.1885476,3.233326579,415654.8884,8.100184522,103.945593,5.499390134,33.52030552,93.17418293
Brazil,2010,Biomass,86129.29715,2110.366557,6579497601,864854.0781,489.3446288,0.019830947,0.154383136,506961713.4,58.0084009,7033839372,434,74.15541723,1.65409E+14,1305830688,0,0,0,0,70.76731102,7.868296739,3.964012448,8.010858821,748869.2159,31.39209359,256.988857,9.051849744,26.46712287,12.5627505
UK,2008,Hydro,68114.24599,14380.1542,7808869408,454658.9035,726.036766,0.944803605,0.059550925,480417923.8,5.681592647,488566165.7,982,10.08160336,1.46323E+14,712234529,1,1,1,1,69.9023173,7.458993372,9.434061656,4.094462952,708058.5078,30.24369244,195.9947904,9.431872439,51.46996887,51.10754096
China,2017,Wind,35836.82953,8281.575286,3471068539,286522.5562,596.9555234,0.65419519,0.450071643,456017612.9,58.31406007,3549024742,696,86.46162313,1.5917E+14,123258623,1,0,1,0,46.62471074,2.825488264,4.279752273,9.954706408,294451.0193,22.69703637,129.9581366,3.804749958,57.60816611,74.93989163
Japan,2018,Wind,20458.63625,19946.70744,732016243.4,135806.3523,812.8926105,0.868048856,0.098760643,267391845.8,72.97485206,7971733048,269,30.11225053,1.24011E+14,728322571,0,0,0,0,37.85472205,5.841890672,5.306582345,0.359956346,919842.3769,-0.20772371,257.3955954,9.278598173,42.67088689,76.9659125
Russia,2002,Solar,92232.75986,13825.92306,483774920.4,557054.7409,199.0619385,0.822443436,0.40630771,989546831.4,18.06566104,3918144915,616,48.44586594,1.60151E+14,956822416,1,0,1,0,43.93187299,7.696078609,7.589319578,9.835727274,644875.8226,-1.527769434,238.4515842,13.64232154,16.10780907,50.28989859
Brazil,2020,Hydro,6929.912902,11856.67454,6755849663,214271.5838,338.7631547,0.426122022,0.242875646,765504733.1,41.35955928,6472791839,150,98.83925157,9.99131E+13,394412455,1,1,0,0,17.0872918,2.508585232,7.107850122,1.977856484,725831.0412,30.8881046,239.9841289,1.925002051,14.1386225,61.37087087
India,2004,Biomass,38100.63908,36791.06662,6854775217,77397.04712,404.6347987,0.62072967,0.427269263,413358359.4,4.845144222,1836754301,464,73.63998479,7.14533E+13,1300531948,0,0,0,0,24.85143818,8.09694007,7.36885416,5.43215848,214734.4144,39.5255929,265.8294699,4.088353784,11.83391902,29.69516359
Australia,2001,Hydro,86644.62577,35982.03797,9217238165,955702.3964,78.54596584,0.560661275,0.129241282,383702802.2,80.33152932,1830516091,288,17.74738266,1.48679E+14,1301636585,1,0,1,0,19.25379525,2.849902526,7.039357197,4.719553994,866092.8701,27.36352473,280.6085331,5.77010928,42.72434406,18.75381493
Canada,2018,Solar,33070.99093,30752.49189,9243110115,18945.84699,62.59878208,0.756488074,0.140982115,704519357.3,90.11849524,3713260207,843,31.52463029,1.70281E+14,1131843168,1,0,1,1,66.26260563,9.817242973,9.077895317,0.160074713,88213.19671,11.07687277,118.515992,2.375609438,24.72299234,18.79838664
France,2021,Wind,4671.629838,37232.07957,2137821099,443818.9439,543.6238515,0.884046986,0.290477541,739430725.2,71.50355069,4060646282,858,13.5097393,1.40689E+14,854403039,1,0,1,0,2.219411108,6.354853497,4.155378629,6.836950061,404058.7586,10.34710224,191.0254774,11.02614473,82.30815461,43.90894307
Australia,2006,Geothermal,37892.93186,36216.12025,6441563353,731410.0104,327.7814657,0.047128676,0.064670826,593216185.7,60.64952192,4493669585,478,53.18093155,8.28251E+13,1005381161,0,0,0,1,88.54061722,9.682389182,1.918043449,2.067112373,86460.22023,0.926004509,200.8088967,11.19467138,68.38662591,17.64905318
Canada,2020,Geothermal,96697.7979,6582.180197,324069138.5,338849.0787,848.6854341,0.353408696,0.221939947,766580325.1,62.95842782,9735453329,8,75.58070951,8.32427E+13,667665008,1,0,0,1,93.65547588,0.822351907,0.645490769,6.419417806,256667.0972,7.485319786,104.2295056,1.240940731,48.75631535,97.88346434
Germany,2006,Solar,6124.036426,8662.227985,7108522125,54829.69728,173.4471753,0.969725565,0.162620103,687660330.1,79.51544664,1246694411,541,73.23560203,4.82508E+12,635149559,0,0,1,1,50.31062466,3.815225125,5.03745316,1.578784293,12967.8531,6.736023814,163.1873536,6.710369311,71.13812452,21.37662423
USA,2007,Biomass,24964.11064,11457.98946,5151176251,228077.8111,667.7538553,0.819378514,0.118424783,178886029.5,72.40265913,6296223583,83,79.77118441,1.63657E+14,907511783,0,1,1,1,75.71261525,9.85368779,4.098322275,1.488799426,666301.2198,6.546260378,139.8776745,12.85671955,27.79923679,44.97719334
India,2014,Solar,95740.37617,8521.275048,1029960956,645215.5076,435.3842689,0.121052221,0.328680313,911007793.9,89.06425228,940887058.3,596,74.64626626,2.62E+13,1301647534,0,1,0,1,78.89653235,2.150484699,4.257897069,7.816130911,440927.8993,19.73463151,138.6830059,14.3174365,56.18040778,48.34611986
Russia,2006,Biomass,54787.30444,6681.932408,5781976942,698412.3043,564.584455,0.67627227,0.36876223,591446335.7,91.38364264,6667199201,250,92.78924861,9.46638E+13,1082026723,0,0,0,0,25.29938075,1.459786522,5.667470048,1.828564822,426532.625,-2.732668227,160.8436146,14.30599614,10.44588663,5.596963912
France,2016,Wind,35669.10564,46240.82449,6248673036,517895.4996,311.5997773,0.369646396,0.459583032,310719585,98.55102297,5837372687,194,18.12684576,1.44975E+14,1096369052,1,0,0,0,60.98135621,1.567357762,0.29342124,0.604393249,572866.8644,10.45155996,243.0251823,12.89515999,26.30968614,69.46504855
China,2000,Wind,41504.80312,3137.069584,4313350326,85423.15606,9.796464888,0.78443007,0.227998509,43817182.18,62.22329639,9706058659,244,39.56292079,1.71586E+14,1072175872,0,1,0,1,43.76347628,4.515132847,3.341878973,4.598424542,734986.4652,39.85148596,186.6792303,2.958174671,1.57169594,7.847113661
USA,2019,Biomass,9252.350908,46937.41612,3825367133,824492.5882,406.6125765,0.127375898,0.057432303,241395768.6,14.80996463,2025781961,572,44.00620098,1.62064E+14,1437042712,0,0,1,0,16.13654658,5.966096891,0.399330873,9.727260477,582727.6988,-1.937062702,200.6009539,3.078211112,80.88846036,3.375918983
Germany,2008,Geothermal,16797.94393,4223.489479,6192629464,26658.94212,301.0817856,0.37053154,0.172763002,41121557.43,80.75725662,3421143241,306,22.67193009,6.56423E+13,1438454077,1,0,1,1,36.76162733,8.899967513,8.465336714,9.61546337,654951.2512,33.35371477,112.7058828,11.06848386,17.55620046,49.27277024
Germany,2021,Solar,97981.70468,19986.27711,3841066845,798617.9163,496.0221945,0.222544447,0.174777344,24596603.52,4.464436941,7858622981,411,37.86796615,3.91448E+13,354432313,0,0,0,1,62.11275966,9.898485919,2.616937654,3.761120022,530778.3385,30.00968416,115.8448357,14.26968657,34.31778379,2.127058007
France,2011,Solar,26214.46568,42776.76913,3473815730,233044.8124,658.6142152,0.303015346,0.117439933,307560459.8,76.41600734,7290904923,368,64.1759632,1.13701E+13,257798910,0,0,1,1,99.89404275,1.501876673,0.304683907,2.319149732,69279.17921,15.8092099,272.6606367,0.168596249,96.88171999,48.81629398
China,2010,Hydro,23885.95509,37238.85901,456194654.4,598126.2052,672.9252674,0.867375538,0.372326421,154993727.1,99.96955996,107164223.5,167,79.73415,1.951E+14,237472488,0,1,0,0,21.27089549,2.766751404,0.77293666,0.015290926,780268.7353,37.10433171,110.1417532,2.949614289,33.28377119,13.25094212
France,2005,Biomass,22868.9641,7708.778451,69924611.49,685963.7287,83.78134825,0.644718905,0.41314233,973597940.2,96.25811081,3695899626,860,42.57627102,1.15142E+14,1451349925,1,0,0,0,40.90793887,1.495408775,9.561202764,6.875270434,456477.7875,20.36736619,255.542871,14.00423143,95.30030756,39.34486812
Brazil,2013,Biomass,95657.62059,10356.08071,7433758123,713121.6842,223.7169732,0.465692157,0.449454346,427981778.4,72.31215817,2959844616,913,94.16240316,1.3195E+14,1219694109,1,0,0,0,80.79185965,0.58234447,4.728902368,0.67745523,649198.689,35.19562203,273.9133255,8.983693642,42.96032259,78.73056261
France,2009,Biomass,62362.90847,2597.760371,7755706703,277998.265,295.1757893,0.277701824,0.052740287,223658666,10.40197858,1221853442,812,40.78279844,1.17578E+14,949375634,0,1,1,1,13.84197267,0.940313867,5.767928532,8.993596907,928303.5165,29.9072372,280.5118868,0.748869234,34.83253175,11.03794076
